int,0,00,Smallest unsigned immediate int
int,-1,20,Largest negative immediate int
int,23,17,Largest unsigned immediate int
int,-24,37,Smallest negative immediate int
int,24,1818,Smallest unsigned one-byte int
int,-25,3818,Largest negative one-byte int
int,255,18ff,Largest unsigned one-byte int
int,-256,38ff,Smallest negative one-byte int
int,256,190100,Smallest unsigned two-byte int
int,-257,390100,Largest negative two-byte int
int,65535,19ffff,Largest unsigned two-byte int
int,-65536,39ffff,Smallest negative two-byte int
int,65536,1a00010000,Smallest unsigned four-byte int
int,-65537,3a00010000,Largest negative four-byte int
int,4294967295,1affffffff,Largest unsigned four-byte int
int,-4294967296,3affffffff,Smallest negative four-byte int
int,4294967296,1b0000000100000000,Smallest unsigned eight-byte int
int,-4294967297,3b0000000100000000,Largest negative eight-byte int
int,18446744073709551615,1bffffffffffffffff,Largest unsigned eight-byte int
int,-18446744073709551616,3bffffffffffffffff,Smallest negative eight-byte int
int,18446744073709551616,c249010000000000000000,Smallest unsigned bignum
int,-18446744073709551617,c349010000000000000000,Largest negative bignum
flt,0.0,f90000,Zero
flt,-0.0,f98000,Negative zero
flt,Infinity,f97c00,Infinity
flt,-Infinity,f9fc00,-Infinity
flt,NaN,f97e00,NaN with zero payload (see further down for more NaN examples)
flt,5.960464477539063e-8,f90001,Smallest positive f16 (subnormal)
flt,0.00006097555160522461,f903ff,Largest positive subnormal f16
flt,0.00006103515625,f90400,Smallest non-subnormal positive f16
flt,65504.0,f97bff,Largest positive f16
flt,1.401298464324817e-45,fa00000001,Smallest positive f32 (subnormal)
flt,1.1754942106924411e-38,fa007fffff,Largest positive subnormal f32
flt,1.1754943508222875e-38,fa00800000,Smallest non-subnormal positive f32
flt,3.4028234663852886e+38,fa7f7fffff,Largest positive f32
flt,5.0e-324,fb0000000000000001,Smallest positive f64 (subnormal)
flt,2.225073858507201e-308,fb000fffffffffffff,Largest positive subnormal f64
flt,2.2250738585072014e-308,fb0010000000000000,Smallest non-subnormal positive f64
flt,1.7976931348623157e+308,fb7fefffffffffffff,Largest positive f64
flt,-0.0000033333333333333333,fbbecbf647612f3696,Arbitrarily selected number
flt,10.559998512268066,fa4128f5c1,"-""-"
